Label,Rating ,Review
0,5,great use track road riding 
0,5,great app good versatile app document travel 
0,5,ok thq 
1,5,voice frequency nt work correctly turn voice frequency say nonsense  wrong time wrong average speed 
0,5,amazing 
1,3,predownloaded map miss 
1,1,glitch report general remark firstly glitch  attempt enlarge area speed altitude stats reset begin quite difficult navigate graph application desperately want move next page  despite really like app  another note  record follow route real time app lag grind halt eventually crash 
1,3,track  good great really love app attempt  map run walk break stats give rough estimate calorie spentthe problem seems app nt nt accurate  time gps fine every often go haywire shoot track every different direction  calorie count also widely inconsistent  half mile walk burn 216 calorie  mile half run burn 81  couple fix app would 5 star 
1,3,got flakey used several summer track mountain biking past month noticed elevation gained stat wildly add start altitude elevation gain nt see way change  go try strava resolved 
1,1,hopeless nt accurately record distance  nt detect stopped period time like runkeeper  fact runkeeper far superior every way 
0,4,awesome app 
1,5,awesome one best apps ever used  incredible versatility friendly ui efficient usable display track data 
1,4,faulty air everything else great log position elevation speed even without internet connection  location logging fails flighs high altitude  sure though hardware fault 
1,3,good basic photoroute share problem app work well except one innovative useful feature allows take photo app nt allow share promised  fix five star  thank   
1,4,add feature nt always phone run  think feature would great app would draw route map run save route run save stats phone 
1,5,review  track issue far nexus 7 
1,1,inaccurate even good gps signal result inaccurate  lot time show walk zigzag back forth map go straight  move time almost always wrong 
1,1,lot gps drop out nexus 4 run gps drop route thus move speed wrongly calculated  quite useless present faulty state  notice common problem n4 lately  edit  tried runtastic route track drop  glitch estimate google great company diminished 
0,5,pretty awesome app noobs like  google need say   
0,5,better nike 
0,5,need apps sd 
0,4,great app used prob 
0,4,good app nice 
0,5,excellent navigation application 
0,5,great app 
1,1,weird one three five app added random number everywhere 
0,2,fine sef 
1,3,audio anyone else trouble audio guide work  please fix google 
0,4,great tracking 
1,4,editing statistic   support online site   
1,2,uswd work well  recently elevation gain si totally use app 18 month work perfectly  last month elevation gain completely unreliable  mark ok max min gain look like get reset wind climbed mount whitney every hike 
1,4,helpful chart exercise circuit would like see stats chart regular browser 
0,4,semplice e funzionale il pi semplice che abbia provato e molte funzionalit  non ancora perfettamente integrato con map 
1,4,great like google give option install rather preinstalled deletable  wish marker photo would also saved photo app 
1,5,sync issue everything good  1 major issue found follow  1trip sync google drive  ok 2which ok along trip data also sync  ie  photo calender etc  anyone remedygoogle plz revert  regard 
0,5, 
1,5,annoy new feature small screen ginger bread phone  scroll map horizontally scroll tab instead frustrating  although appears problem small screen phone gingerbread phone sure  work okay jelly bean phone larger screen scrolling problem  thank 
0,5,great app 
1,4,really useful app great app keep track go  thing nt work well elevation  stats elevation wrong every time  nt start elevation start  always start sea level altitude number generates kind useless  pre set geo location use gps  otherwise would get 5 star 
0,5,steve 
1,4,great app please add autopause thing miss autopause  stats get messed forget pause track stop ride talk eat lunch take break 
0,5,fantastic app 
1,1,elevation gain accurate every time start record app add current altitude elevation gain total gain end accurate  need fix 
0,5,google track track 
0,5,best run app app perfect everything u might need pretty accurate well tried nike runkeeper far best one 
0,5,grate 
0,3,good sharing system social network bad 
0,5,great useable app android phone 
0,1,hate hate 
0,5,excellent excellent 
0,3,nice fantastic app find 
0,4,kaimzzz 
0,5,fun really handy hike wood see stats like speed distance 
1,5,awesome app accurately track route  addition stats keep map wander wood get lost 
1,2,gps work need fix 
1,4,great free  bit feature could help  navigating fi 
1,5,great free app great app flaw date methe thing would like see possible play route google earth play street view mode would great keep good work 
1,1,worst   option  per app must world record holder  algorithm total failed  walking avg speed 60 kmh without effort must super human  app total waste time internet data imp battery  removing 
0,5,excellent 
0,5,good map photo trip import track lightroom set photo coords 
1,3,really want like app  app everything need track activity gps recording erratic throw stats  another runningactivity track app gps track pretty dead  like stats better track erratic gps track kill  nexus4 
0,5,graphic awesum 
0,5,x x 
0,5,installed since droidx day work relevant interesting information  speed distance elevation change 
1,1,get gps fix ever device worked well kitkat upgrade  never get gps atleast 10mins gps location button record button pressed  hope google fix kitkat motorola razr maxx hd xt926 442 soon  work fine nexus 5 though  used work absolutely fine xt926 moto 43 jellybean  hmpf wait till  case found 
1,3,men  consider google app think would keep track accurately  gps cut oddest place nt obstruction  use another app called map ride track accurately track 
1,3,poor track great idea  look path took look like drunk able teleport  lg g2 
0,5,nice app 
0,5,excellent 
0,5,great app  accurate 
1,2,good bad since last used track pretty decent upgrade ui functionality app  much easier start record track ui look much smoother  however one biggest let down limited sharing capability  used able upload track map share friend  option share google drive upload    way take step backward guy 
1,1,always show incorrect data runkeeper work better 8 km show 140 km nt recognize track completely many bug  always google nt care think never fix apps 
0,5,super 
1,4,offline map love app sometimes place network connection  google map support offline viewing  enhance app offline map network connection plus save battery life    
0,5,neel love 
0,5,great run use time  easy share map data 
1,2,wtf woke phone longer place app navigation  used often  idk update wtf  liked way 
1,4,could nt find launcher  go play store launch 
0,5,superb quality best app long shot map track trail found 
1,2,gps poor 
0,5,htc wildfire a510a smt210r awesome   
0,3,push many apps 
0,5,thanks nice application 
1,4,love app app great track walk run  f simple keep track everything  battery life fine app  2 request  1 make visible lockscreen running 2 make track editable  forgot stop track day drive home tracked whole drive home made look like went 23 mile instead 6 
0,4,wtf  show app drawer  
1,3,great track bad stats love app free syncs google drive  gps track quality seems perfect galaxy s4 even without internet connection way  biggest problem calorie track function seems output completely random number  bike exercise  day rode 93 mile burned 725 calorie  225 mile nearly average max speed  734 calorie  45minute slow cruise wife  13461 calorie  ca nt trust 
1,1,used work fine gps terrible always get wait gps message nexus 5 even 45 minute walk map pointer accurate graph stats showed even leave home 0 everything 45 minute  used work fine quite accurate 
0,5,good good 
0,5,track good app 
0,5,nice 
1,2,amaze  calorie tracker seems nice today said burned 3000 calorie impossible 7 mile run  looked altitude gain guess ran mount everest said gained 17000 foot elevation  may actually ran 2000 foot  photo taking cool nt upload gmaps  please fix thing 
1,1,terrible minute go fine mileage always stay zero 0 please help thanks 
1,4,excellent metric map fitness nt miss gearth video playback 
0,5,nice app good job google team thx helpfull app 
0,5,simple use nt eat battery 
1,2,nt track reliably app often drop gps track signal despite keep time run  result total moving time accurate distance map incorrect  used work well recent update caused problem  use verizon motox 
1,1,lack accuracy location made useless path tracked jump place double distance reading make statistic incorrect 
0,4,great use longboarding work well  tell top speed map route along elevation  amaze app keep come 
0,5,love  nothing else say  app work 
0,5,cool nice 
0,5,favorite dog walk bike ride  much reliable fitness band 
0,5,ok 
1,3,good without flaw default setting accuracy tolerance nt fine enough result look like scribble otherwise straight walk path  synchronization google drive nt work one device  couple time tracking seemed stop nt get logged  decent job free app still like see issue fixed future version 
1,1,requires goodle play service  bloatware wo nt work without google play service  bloatware installed phone limited storage mean wo nt work  nt space app play service installed time 
1,1,gps unreliable returned 30 min run accord total moving time 11mins  first time happened  poor  uninstalled 
1,4,goto tracker sometimes fails find gps satellite start recording eventually begin track  nt understand possible since locate whatever remains goto app record ride  strava nt find anything 
0,5,nice app 
1,1,crash constantly use app frustrate crash constantly time record ride 
1,5,need help anyone tell upload  track  path google map public us  
0,5,great use app every time hike 
1,1,elevation incorrect unable upload track computer elevation gain completely  report single day gain 10000 meter bike trip reality like 10002000 meter  biggest problem recorded track phone way transfer computer  connect phone computer via usb look mytracks folder android directory empty  choose option within app upload file google drive fails every time  without ability upload file computer app next useless 
1,2,everthing   google way  late get erroneous track  today ran marked 10 km app shown 14 k use moto x uninstalling 
0,5,samsung galaxy note 3 important  useful tool navigation 
0,5,worker 
0,4,thing change   able see speed  pace stats page  change setting clumsy  plenty screen space show time  like data exportable  really like terrain view hike mountain  great app 
0,5,go tracker fairly accurate 
1,1,elevation data wrong used great elevation gain data wrong  walk 10 step gained 7100ft  whats   please fix 
0,5,great app satisfy app easy use thing need  thank   
0,5,excellent 
0,5,vajalik vidin 
0,5,awesome 
0,5,need smooth fast 
0,5,good health calculate 
0,5,super 
0,5,useful app requires additional supplementary device  absolutely great  best use google location service 
0,5,google never let  yet  love google family  wife iphone user used old android piece junk 2 year old converted 
0,5,must backup main biking app fails 1413 time always glad running background  way actually better others actual moving time counter useful voice feedback 
1,4,great interface simple use deliver information want  distance speed spot height gradient le 
1,1,good  record route correctly  show track jump show incorrect speed ie  walking 20 mph  went wrong  
0,5,deva deva hai nice 
0,3,good app 
0,5,splendid inovation muchmuch useful application  specially market sale guy cold call want remember route traveled 
0,4,u 
1,4,great app even service service hike  still work great  would like see weather integrated app 
1,1,inactive phone locked gps navigation load bug  wrong track wrong speed calculated calory value always fallacious  speed identified 0 press power button  worst app ever used 
1,5,need map update 
0,5,fit  
0,5,alwin app fantastic app help full 
1,1,useless could lock stevie wonder ray charles dark room able give accurate description app 
0,5,nice 
0,5,best mapping app exercise 
0,4,accurate efficent app improved feature performance 
0,5,great app 
0,5,excellent word needed 
0,4,useful app like view multiple track thing  make smaller widget  
1,3,trouble htc one m8 look like gps take intermittent position reading  walk include long straight segment along detailed section  worked great razr 
0,4,kashyap great apps  
0,3,accurate walk dog around neighborhood gps 10 min burned 140calories  wish easy 
1,3,okay recent update fixed slight battery drain issue still find app opening running background randomly drain battery  open route via google earth nt always seem work even desktop  tracking gps location record work fine  segment seems bit internet connection 
1,3,cool app awesome app battery killer 
0,5,good app bike 
1,2,sad work well week ca nt find location google location know know gps run  asked sony tech bod say phone please help disappointed  
1,3,dotty map started fault head shoulder id previously tried last month map scattering dot  please sort gps guy 
1,3,used work well  often fails record anything  android 21 
0,5,used motorcycle small airplain worked great  watc track google map  awesome 
0,5,excellent biking 
0,3,nice  could better application also could feature  application great potential exploited yet 
1,1,really gone hill app used work well ca nt keep time distance accurately 
1,5,great apps option feature please 
0,5,amazing installed nice app 
0,5,cool 
1,4,good app say far  tracked route walked around office able export track google map  wanted app would enable track route may retrace later  far appears app  pro con clearer keep use 
0,5,excellent app  lot info 
1,1,terrible nexus 5 completely inconsistent  distance always way  show path zig zagging place  elevation  use go app two smart phone 
0,5,nice application u go travel support drive mind blowing applicationand u solved problem 
0,5,useful app
1,4,install error install  say package signed correctly 
0,5,like play button also good calorie calculation  record press play enjoy 
0,5,excellent route track perfect see various motorcycle ride go keep accurate track route 
0,5,dope app amaze track biking route perfectly 
1,1,poor battery able get hour nexus 5  pretty disappointed got home 85km ride bike realized 25km tracked wo nt use hard regain trust
1,3,ble support improvement please update ant ble support  id love hook catyeye speed cadence counter well mio alpha heart rate monitor watch  thanks 
1,1,battery killer tried reinstalled suck 15 battery life use 72 cpu half hour take charger  even launch app thrash away battery network data 
0,5,awesome way keep track useful tool various application  tracking accurate graph displayed absolute real time 
1,5,outstanding two thing love see would facilitate healthplanning tracking ability set individual weight per track also ability include optional  extra weight carried  reflect extra calorie expended day hike heavy rucksack  individual weight per track supported aggregate stats becomes much realistic take risky calorie expended time someone weight varies 
0,5,good app great way see went bike 
1,3,updated review removed star  nt seem like improved weakness 4 year ago  many minor improvement would make much better app  calorie burned always seems inaccurate prompted download mapmyride see get better result  hard decision hardcore google fan  would nt mind work google work improvement 
0,5,great app  integrates well google  recommend reason alone  could use improvement many google experiment really tell whether go improve  like app ever since first released  nt updated much still good app track track  would like option similar run keeper something like 
0,5,great app 
0,5,great app really great app use every time run 
0,5,good    
1,3,reason speed calculate right 
0,5,simple useful really like use   
0,5,faultless say excellently  maybe design revamp  
0,2,every time walk 43 km show 43 km 5 km 50 km    
1,3,work well data conection  map usually appear track  wrong distance speed  happen often  receive gps signal slow sometimes work google map point location quickly 
1,1,tutorial  soon press  record  button start  user option enter information first  even nintendo  weight loss coach  better use 
0,1,stand alone app requires google earth view tracked data available play storeindia   useful 
1,5,awesome app ever useful always like try new hiking roading trail  push record start trail stop recording finish trail  work even cell service since us gps  one syncs google drive  thing wish could nt allow draw line something  accidentally left small gap 50 foot distance one trail forgot push record nothing fix 
1,4,latest update harmed app app recorded various stats accurately  latest update stats completely wrong  stay still record speed 11mph  gps drop constantly run give inaccurate result  look forward app updated fix problem 
1,3,gee  used work good stop record track 
0,5,give try 
0,5,favorite exercise tracker know lot pedometer type apps tried  really like track always come back 
0,5,excellent good 
0,5,go app track run 
0,2,app gone bad used great lately distance measurement spurious cant trusted  eg  distance always register around 53 ft start run instead zero quickly jump 1000 ft please fix best tracking app one point  
0,5,barang9 
1,1,40 min nonstop bike ride tend get 15 minute  non moving time  accord app  graph speed elevation nt smooth  seldom map path drawn go backwards bit continues forward  overall tracking pretty unreliable basic  suppose take gps info nt check probable corrects anything apart  ignore precision worse x  
1,2,track recording walking spotty inaccurate  large gap skipped spot right tool adjusted setting marginally better 
1,1,went best worst started use april 2011 impressed  could nt believe accuracy  since last two update useless  evening 3 mile straight line flat walk track recorded completely jagged 46 mile distance 600 foot elevation gain  use fixed 
0,1,nice 
1,1,google done  backed run deleted include marathon  also way inaccurate  angry 
1,4,aggregated stats  would useful aggregated stats also year activity  example would like know many km ran 2013 2014 aggregated stats give sum run walk cycle beginning time
0,5,distinction good app 
0,5,umarpapu sooo best treck 
0,5,top app 
1,2,highly inaccurate  walk footpath show park dy show actual walking time  uninstalled day 
0,5,great app must download  handy 
1,2,need web front end android side fine thing exported kml route  graph stats original android device   also nt display route without internet connection even though gps data known 
1,1,wrong count trip length spb count trip length wrong map correct  hard use 
0,5,amazing 
1,3,weird gap  move time issue  went run earlier app randomly say stopped multiple time  readout also give  moving  timespeed therefore much higher pace  pause recording option choose overall time readout added app would really good 
1,2,drop gps signal nt problem gps tracking app keep drop signal 50 time regardless sky vision  therefore really option track 
1,2,pic get picture synchronize track recorded session  followed  take picture check way link track phone save latlong photo file like rest photo  use htc one m7 
0,5,fantastic great app track long distance road trip morning run 
0,5,good app totally satisfied  
0,3,naan 
0,5,love app point love accurate   
1,1,mile dont show 
1,2,map lagging caused nonreaponse  view recoreded track lag respond 
0,5,app awesome  love 
1,1,poor redesign app worked great  start track wo nt get gps fix without one two minute wait  prior interface much useful 
0,3,  
0,5,best app category  thanks great app 
0,5,impressed nice work 
0,5,awesomeness love app  commercial fisherman work wonder new area locate trap 
1,1,app nt import gpx file sync google drive track exported track folder google drive map uploaded imported annoying  
0,5,fantastic app great app track path travel run 
0,5,1 bestgood job 
0,5,one favorite apps ever  use chaotic exploring search rock caterpillar metal detecting weirdest geek ever 
0,5,best tracking  work great store share track 
0,4,functional app started use want 
0,5,wow wow 
0,5,super accurate 
1,1,disappointed described many time others track inaccurate  random jump loop etc corrupt data  also logical error related non  zero distance traveled zero velocity 
1,3,need ble hrm support nice dev team get caught support bluetooth low energy heart rate monitor  otherwiseit fine app  appreciate unrestricted data export  miss many run tracker 
0,5,track 
1,1,track wanted track flight day started say  wait gps signal  10 minute nexus 7 started lagging app crashed started google map saw exactly move 
1,1,gps ca nt connect gps  useless 
0,5,n900 great  thaks  
0,5,whit google earth excellent  best free app record track see route google earth save track google drive 
1,1,lack lack hrm 
1,3,nice   longer upload file exist map google map   upload new public private map 
0,5,unreal accurate fantastic  disabled health  much better 
0,5,greatest thing ever 
1,2,elevation slope etc  changed  display map background anymore even reinstallation come also back old app calculated elevation gained lost slope etc  bring back receive 5 thanks 
1,3,good app speed calorie burned nt accurate wish could burn 900 calaries walk average 2mph  still great app use calculate mile walked seems buggy  make sure strong gps signal 
1,2,work properly since recent update  drop every couple minute walk  fine  
1,2,bt low energy support ble 
0,5,buenisimo buenisimo para calcular distancias tiempo velocidad calorias quemadas altitud 
0,5,superb app 
0,5,great app 
1,1,used work well  recorded 12km run 4m  way inform user gps signal weak 
0,4,useful app help track add roadsplaces google map 
1,3,love   work well device miss functionality would make really useful  export raw data nt include distance data graph  want able get mile km split give latitude longitude gps reading csv file  buy somebody else device ie  garman get something mytracks wo nt share 
1,3,good app need capability continue stopped track combine multiple track 1 single track  example accidentally pressed stop button hike create another new  track continue trail  give option either continue combine track  fine 
1,2,fun inaccurate  perhaps nt use gps much app give astonishing result show flit one end town another even though simply driven along one straight road  app need rely gps le guesswork 
0,5,great bike use mountain biking  love google map integration 
0,5,titi piti come come 
1,3,elevation high  recent update elevation much high reported 
0,4,superb good 
1,4,almost perfect really like app really need pedometer step counting 
0,5,needed perfect anyone jog walk  beat hell shealth 
0,1,bakar aap hai 
1,2,good keep drop gps signal 
0,4,love  app work great 
0,1,use hang gliding running  would good track downloaded google earth showed altitude well location 
0,5,fantastic app 
0,4,use excellent app 
0,5,awesome safe 
0,5,fun use  exciting 
1,4,use every run would like countdown timer start maybe way edit completed track fill gap gps signal lost  also would like sort integration drive sheet would collate information one spreadsheet  would awesome 
0,1,useless gps signal  ever 
1,1,would great worked tracked le 20 percent drive  ca nt blame gps waze never lost lock 
1,5,track work great lag 
1,5,update required please update app use new google map interface 
1,1,nice absolutely useless pro  nice uncluttered interface good selection option easy battery con  track written kml gpx format work google earth   buggy inclusion millisecond field reported 2 year ago  inability developer fix critical bug   poor arrogant customer support  seems standard google developer look bug map 
1,1,run google map app useful road run  user navigate cross country run google map nt show footpaths bridleways trail  need give option use ordnance survey open source mapping background mapping would great  pretty useless want navigate run road  mytrails job better 
1,1,mess wifi accidentally leave wifi app totally mess near router leave zigzaggy mess severely calculate distance traveled  like since december enough  terrible app fixed 
0,5,big fan 
0,5,brilliant 
0,5,sn37 
1,1,fragmented line lately gps signal keep drop lead dotted tracking path 
0,5, google earthplay store 
0,5,wow ilike 
0,5,5 star app cool  team use travel new road 
1,1,latest update poor fan track sometime  simple previously worked well past would rated much better  since last update repeatedly fails record record significant repeated gap data  effectively rendered application useless  use google nexus 4 latest o 
1,1,said didnt burn calorie incorrect mile  boooo 
0,4,motivate 4 u friend interest concept much better control send location location history share friend v retired  creepy latitude   u never knew friend watch notification drive nutz 
0,5,nice good app 
1,2,inaccurate concept nice poor job execution  gps track add sudden spike along path  use runkeeper time runkeeper whole lot accurate 
0,4,great really good app need able specify kilojoules instead calorie 
0,5,hmmm  good app 
1,1,need improvement ca nt access 2g data signal use app u need 3g internet connectivity  hey google learn whatsapp google apps also need fast internet connection access google o great    learn something whatsapp 
0,5,good app 
1,4,easy lightweight nt care share run social network  want lightweight easytouse app  fit criterion  occasionally mess elevation 
0,5,helpful hold android phone seems something lack  compared nokia symbian phone built track app android nt app  finally found separate app track  could better integrated google map app 
1,4,great app thing missing better integration google product 
0,5,nice 
0,5,use map hiking hunting  work great 
1,1,disappointed app worked great fall  went today yesterday  big gap track stats wrong  look like last update trashed 
0,4,app awesome recommend 
1,1,poor accuracy used 95 km track  show 39627 km  happy app  google please fix bug provide update  thanks 
0,4,nice app 
0,3,good easy 
0,5,great k9 track use app dog trailing  easy use great documentation 
0,5, 
0,4,greatness 
1,4,export gpx want know export gpx one record alone  app export kml alone  want choose type export gpx could use menu export record  inconvenient delete old exporting file   export old record new record 
0,5,ia track trackzhey follow ppll 
1,1,strangely inaccurate map app please someone google tell map app location always shown wrongly 1km south west true location  nexus external data provider map apps 100 accurate  thank 
0,5,good good app 
1,2,accurate used bike ride forgot garmin  2mph slower rider rode  talk avg move speed 
0,5,great bad battery either noticed folk problem battery life  used today gs3  battery 100 percent start  road hour 20 minute listened audio book time battery dropped 9 nt know good bad seemed normal  anyway  love app 
1,1,gps signal drop gps signal drop incorrect max evrage speed  work fine update 
0,5,awesome another well made app google 
0,5,awesome sick app 
0,5,excellent 
0,5,good good auto resume work cellphone boot come back need fix 
0,5,best app ever highly recommend regular commuter 
1,5,mylocation best location 
1,2,nt work fine moto g battery drop gps signal issue 
1,3,work well anymore app used great  always mess distance say movie time le half total time turn mess speed  give  please fix problem nt want stop use app 
1,1,useless app waste time cellphone battery 
0,5,perfect  automatically know activity based speed 
0,5,htc one google app enough said 
1,4,generally quite good  main complaint often refuse restart extended pause  would good fix  also ability pre plan save walk route advance 
0,5,nice 
1,1,good feature miss  pls add social site share option  option background show track  google map  apps 
0,5,love simple effective  google 
0,5,good look safe  secure 
0,5,track support mobile 
0,4,great app 
0,3,bug 30km bike 85kg lost 39kcal  
0,5,excellent 
1,3,need better google earth integration need elevation loss well gain  also need able edit point google earth 
1,1,calorie totally whacky calorie count lunch  route speed calorie vary 1800 ridiculous 500 probably close right  something badly wrong calorie count algorithm 
1,2,track keep drop work perfectly recently  many discontinuity recorded track pretty much every time use  known issue  disappointed keep try 
1,1,always loss gps went excellent poor  always loss gps always end inaccurate reading especially try keep track pace  uninstalled 
0,5,enjoy track mtb excellent program track new mtb trail  gps update time configured 
1,1,right crash nt follow like use  grade application poor 
0,5,google nexus help plz kiktkat 42 versen avleble samsung google nexus i9023 
0,5,google mean trust 
1,2,external gps supported  app decent feature external gps provider  mock location  provider supported 
0,4,mashuk 
0,5,topapp 
0,2,lack basic feature plan track please add  sometimes need plan track jusr record something done 
0,5,awesome app 
0,5,xelent 
0,5,track eggcellent 
0,4,isto funciona bem com banda de peito da polar  
0,5,good fantastic performance 
0,5,good good 
0,5,awesome app  awesome 
0,4,good  
0,5,thank  thank 
1,4,great app shortcoming great app track hike resume accidentally stopped track 
1,4,extsdcard unable import export external sd card 
0,5,friend 
1,5,ca nt install error say  package signed correctly    
0,5,great use every run 
0,5,nice application 
0,5,good app  good graphic 
1,4,wtf plz fix  ca nt upload exist map anymore 
1,3,stopped track pace wildly accurate seems track gps ok first mile always whack jogging pace average speed wildly inaccurate  distance traveled mile marker still seem work  please fix  used work flawlessly 
1,3,awesome since last updates gps seems drop  fix please 
1,2,ant nt seem work ant nt seem work samsung galaxy note 3 tried garmin hrm 
0,5,nice helpful navigation 
0,4,best app 
1,5,nice like playback ability  wish way race ghost 
1,1,nt waste time  app worthless  guess free  ca nt hold gps signal brand new s3 
0,3,maddy use 1st time  dont know 
0,5,nice simple  use battery han like great track daily walk bike ride  push button start one stop  easy 
1,3,read please  make saved track availabla navigation route  end point track could destination way predrove walked destination could preferred route  would really usefull awesome 
0,5,great nice 
0,5,mobile track good work mobile track good progress 
1,5,thing idea 10 block direction  25 right city turn gps stupid person 
0,5,track love use every day drive stats  upload google drive make way kool 
0,3,best app best aapp android user   
0,5,track nice 
0,4,ok ok 
0,5,another sweet google app gooooood 
1,3,excellent app nt know happened app  wrong km displayed stats 
0,5,ca nt get loss world 
1,3,used love app  app drop 5 star 3 star   used app track 1000km hiking last year half save google terrain map offline longer useful  would nice option use open source paid map service map layer inside application  introduce option right back tell anyone would listen app need look simple reasonable battery footprint export gpx etc  sorry see go 
0,5,nice app  worth try  
1,3,awesome nice app help full application  satisfied result today pas 28 km  show 73 km  track good track km  wrong solve problem 
0,4,samsung galaxy note2 nice app 
1,3,problem speed  average move speed seems right maximum speed keep average right  also calorie counter way seems take elevation change account gps accurate elevation 
1,4,possible change unit metric system   ftm mikm 
1,2,s4 s2 backyard mine track well check make sure email address right though app  l 
0,5,david thrailkill fly sailplane glider track flown make sure approach landing correct angle attack  track distance average speed altitude  impressive  wish available iphone5 
1,3,good could better would useful aggregated stats activity type  also would good able display trail google map nt seem accept file format  said enjoy use app look forward next update 
1,4,keep google family  used strava road bike pro move decided wanted consolidate information best could  ui little lacking hope integration google service develop become whole user experience 
1,1,unusual battery drain since update galaxy s4 notice app drain battery even use  accord stats app used 17 battery even gps app active  really enjoyed app use battery issue fixed  user app since iit first published play store 
1,5,excellent app use time hike  like info hike   speed distance altitude calorie  one thing would like able post chart info facebook  great app 
1,4,useful app still improvement could made many time loss track 
0,3,rr 
1,3,nexus 4 htc one work good  share social network would great 
1,2, since last update gps keep drop  please fix 
0,5,simple fun use well designed clever app 
1,4,allow share position drive real time people know 
1,4,expect google term integrate technology  look forward google apps android update 
0,5,super cool app  accurate reliable 
1,4,accuracy doubtful calorie burnt walked 112 mile app show 636 calorie burnt  whereas source refer tell walk distance burn around 110 calorie 
0,5,im look useful thanks 
1,2,kitkat samsung note 3 miss app icon open google play drop gps 
0,4,bst wow  
1,5,excellent  needed document share journey family friend easy effective way  great addition google earth map map engine  hope learn use effectively test run great experience  keep development feedback anyway 
0,5,track walk hike  love app 
1,2,gps need work sometimes super accurate sometimes tree make app think travel 300 foot magically nt track 300 foot 
0,5,navs help lot 
0,5,nice app fxjm 
0,4,mayur 
1,2,incredibly inaccurate walked 8 mile today measured another program track say went 117 mile stats useless amount time motion kept jump opposite side street walk 2 hour 20 minute walk say motion 15 hours something simple poorly  
0,5,nice n simple app 
0,5,need gud 
0,5,gr8 
0,4,enough option share 
1,3,accurate accurate phone  distance recent bike ride wrong 40 mile vs actual 56 better tablet 
1,1,battery hog great app  app burn 55 battery life please fix bug soon 
1,2,good app gone bad   used one favorite recently new update inaccurate  regular route give unreliable result  note 3 uk kit kat  please fix  used recommend friend 
0,4,great app k9 work 
0,5,great excellent especially paired go earth 
0,4,sensational apps search way track easly 
1,3,great promise show great potential lack bluetooth compatible sensor really limit use app  also user interface nt pretty  check argus fitness app available io  good thing go 
0,5,super 
1,1,good application much better circa early 2013 since summer 2013 update function presentation worse data generally inaccurate  disappointed 
1,1,freeze phone gps signal drain battery life quickly great use wish tec issue would fixed thanks advance 
0,5,work well work 
0,4,almost perfect would great ble support 
1,2,recently deteriorate another star  close uninstall  prior review positive  however recently app problem even regular route engage maintain gps  also selfpausing selfstopping  two star  phone motorola razr maxx bad performer service verizon pretty awful mytracks worked ok 
0,5,work great rid bicycle around town 
1,1,take lot battery improve please 
0,5,excellent feature 
1,1,gps longer work  yet clear whether company simply nt test last update app discontinued 
1,4,good use daily work superbly  previous device htc sensation struggled produced bizarre zigzagging line make useless triple distance give world record time htc one must better gps system perfect back slow accurate time 
0,5,track awhedssuummmmmnetric 
1,2,hog app although installed opened see look like closed consumed 30 battery period 2 hour  unistalling 
1,2,inaccurate sure burn 618 calorie walk 45 mph 16 minute calorie counter seems extremely inaccurate  enjoy rest feature app though
0,5,wonderfull track
1,2,gps nt work properly couple month 
1,3,suggestion way see stat display show phone embedded kmz file view google doc  
1,1,first run nt track tried use run within 30 second use app stopped track  would get five star issue fixed  would load issue get fixed 
1,4,great playback google earth  awesome data collect  comprehensive gps based track app need heart rate monitoring 
1,3,good gps error hasbeen good programme  gps error caused last update made stop use  error altitude gained 300 ride different day  ditto blank spot log lost gps  u old one back please 
0,5,good really work fine 
0,5,simple powerful good app 
1,1,longer work  nexus 5 used great app  reason longer work  consistent 20 minute lag start record  result distance average time mapprofile data incorrect  thought might incompatible move app problem occurs even move disabled  solution  
0,4,track export easily reliably  track export easily reliably garmin basecamp  nothing else useful 
1,3,good plz support offline mapping sygic maverick 
1,1,inaccurate vastly estimate distance covered 
1,4,good complete wish one piece additional information people usually think miss app count step autosensing activity  keep reinstalling app hop see update much luck 
1,3,good app something wrong total v move time  example  ran 5km 26 min brief pause open couple gate yet total moving time 17 min  
1,3,work well offline offline typical wilderness show current track  used navigate back start point 
1,3,great found want nexus 4 stock android phone direct google  follow recent update constant gps signal drop route jump around place  cycle besides river thinks jump one side repeatedly  hopefully get back reliable app six month ago 
0,5,nice good app show track helped lot 
0,3,simple app work great 
1,1,virtually useless google made app  seriously  forget track far went google seems idea proper algorithm use gps data  look runskisnowshoewhatever route surprised crazy loop around circle wildly go fro make huge doublebacks run around randomly loop  last snowshoe managed hit speed 498 kmh pathetic  gpsr unit 10 year old technology handle track aplomb  app nt clue 
0,3, 
1,4,low power consumption let app ran whole workday half battery capacity left stopped process  say  extra  good want simple track app configure quite well 
0,5,goood exelent 
0,5,better endomondo accurate concise ad  excellent 
0,5,eexcellent 
1,3,could better ask weight height cant work caloires burned correctly app  would make app well added 
1,1,distance measured totally wrong  distance measured totally wrong  biking 2km around house  showed 9km  new recording showed wrong saved track taken wrong ok better come latest update fix  asapzte n986 
1,4,map need wish google map  would get togather 
0,5,excellent app 
0,5,cool app  awesome 
0,5,dodul mufti amaze app 
1,1,scked battery lightning speed  
1,4,useful sometimes get bounce back create false result part useful app  use week bike commute see top speed 
0,5,1 excellent 
1,2,went wrong since update gps longer work properly move time v run time wrong 
0,5,gal tab3 70 simple apps powerfull 
